RoutePair,TotalPax,cumulative_pax,cumulative_pct,route_rank
AHMEDABAD - GUWAHATI,332705.0,1289526776.0,95.39487577804798,372
PUNE - VARANASI,327393.0,1289854169.0,95.41909521664115,373
AHMEDABAD - DEHRA DUN,325611.0,1290179780.0,95.44318282883741,374
DELHI - NASIK,325235.0,1290505015.0,95.46724262581185,375
AHMEDABAD - BHOPAL,324338.0,1290829353.0,95.49123606572792,376
AHMEDABAD - AMRITSAR,323162.0,1291152515.0,95.51514250909918,377
LUCKNOW - RAIPUR,320407.0,1291472922.0,95.53884514678946,378
BENGALURU - KANPUR,319462.0,1291792384.0,95.56247787654193,379
KOLKATA - SHILLONG,317586.0,1292109970.0,95.58597182609205,380
BELGAUM - DELHI,314779.0,1292424749.0,95.60925812317514,381
CHENNAI - MYSORE,312829.0,1292737578.0,95.63240016578347,382
MUMBAI - PRAYAGRAJ,312464.0,1293050042.0,95.65551520691318,383
BHAVNAGAR - MUMBAI,310749.0,1293360791.0,95.67850337808174,384
JHARSUGUDA - KOLKATA,307395.0,1293668186.0,95.70124343155373,385
GUWAHATI - PATNA,306708.0,1293974894.0,95.7239326630646,386
BHUBANESWAR - PATNA,306690.0,1294281584.0,95.74662056299572,387
MUMBAI - PUNE,302846.0,1294584430.0,95.7690240966699,388
AHMEDABAD - NASIK,300390.0,1294884820.0,95.79124594368254,389
DEHRA DUN - HYDERABAD,299484.0,1295184304.0,95.81340076784689,390
GOA - NAGPUR,293425.0,1295477729.0,95.83510736746634,391
KANNUR - KOCHI,291958.0,1295769687.0,95.85670544333475,392
"GOA (MOPA, NORTH GOA) - HYDERABAD",291897.0,1296061584.0,95.87829900662729,393
"GOA (MOPA, NORTH GOA) - MUMBAI (MUMBAI)",288451.0,1296350035.0,95.89963764637109,394
BHOPAL - RAIPUR,288139.0,1296638174.0,95.92095320539894,395
JODHPUR - PUNE,288114.0,1296926288.0,95.94226691501044,396
BENGALURU - JHARSUGUDA,287108.0,1297213396.0,95.96350620410828,397
AHMEDABAD - SRINAGAR,287071.0,1297500467.0,95.98474275606995,398
CHANDIGARH - LEH,286542.0,1297787009.0,96.00594017438179,399
BENGALURU - MANGALORE (MANGALURU),282991.0,1298070000.0,96.02687490159626,400
DEHRADUN - LUCKNOW,282419.0,1298352419.0,96.04776731416479,401
JAIPUR - VARANASI,281140.0,1298633559.0,96.06856511059321,402
DEHRADUN - PUNE,278296.0,1298911855.0,96.08915251741841,403
ITANAGAR - KOLKATA,277779.0,1299189634.0,96.10970167831367,404
DARBHANGA - KOLKATA,277704.0,1299467338.0,96.13024529095988,405
BAREILLY - MUMBAI,277099.0,1299744437.0,96.15074414773059,406
CHENNAI - NAGPUR,274343.0,1300018780.0,96.17103912484365,407
INDORE - MUMBAI (MUMBAI),265863.0,1300284643.0,96.1907067799331,408
DIU - MUMBAI,259097.0,1300543740.0,96.20987390898344,409
MUMBAI (MUMBAI) - VARANASI,258799.0,1300802539.0,96.22901899299097,410
"BENGALURU - MOPA, GOA",256051.0,1301058590.0,96.24796078915406,411
AHMEDABAD - JODHPUR,255682.0,1301314272.0,96.26687528793192,412
BENGALURU - JAIPUR ,255236.0,1301569508.0,96.28575679312223,413
KHAJURAHO - VARANASI,254270.0,1301823778.0,96.30456683686505,414
PORT BLAIR - VISAKHAPATNAM,254085.0,1302077863.0,96.32336319492693,415
BENGALURU - IMPHAL,253856.0,1302331719.0,96.3421426123351,416
LUCKNOW - MUMBAI (MUMBAI),253521.0,1302585240.0,96.36089724756425,417
AGARTALA - CHENNAI,253368.0,1302838608.0,96.37964056436542,418
BHUBANESWAR - RAIPUR,252255.0,1303090863.0,96.39830154515096,419
PUNE - TRIVANDRUM,249223.0,1303340086.0,96.41673822872241,420
DELHI - PRAYAGRAJ,249083.0,1303589169.0,96.43516455556235,421
BENGALURU - THIRUVANANTHAPURAM,248647.0,1303837816.0,96.45355862858126,422
DELHI - JAIPUR ,246662.0,1304084478.0,96.47180585794253,423
MUMBAI (MUMBAI) - NAGPUR,245843.0,1304330321.0,96.48999250042439,424
CHENNAI - HUBLI,245598.0,1304575919.0,96.5081610186261,425
BENGALURU - TUTICORIN,244937.0,1304820856.0,96.52628063825968,426
DELHI - SILCHAR,243185.0,1305064041.0,96.54427065079594,427
TIRUPATI - VISAKHAPATNAM,241996.0,1305306037.0,96.56217270509092,428
MUMBAI - SURAT,241614.0,1305547651.0,96.58004650030418,429
LEH - MUMBAI,240364.0,1305788015.0,96.59782782470027,430
BHUBANESWAR - VARANASI,239295.0,1306027310.0,96.61553006805354,431
LUCKNOW - SRINAGAR,238062.0,1306265372.0,96.63314109819278,432
BHUBANESWAR - RANCHI,237852.0,1306503224.0,96.65073659323473,433
BENGALURU - RAJKOT INTERNATIONAL AIRPORT,237244.0,1306740468.0,96.6682871104712,434
KANNUR - TRIVANDRUM,236942.0,1306977410.0,96.68581528675824,435
DELHI - KANNUR,236552.0,1307213962.0,96.70331461215035,436
AHMEDABAD - AYODHYA INTERNATIONAL AIRPORT ,235549.0,1307449511.0,96.72073973895876,437
DABOLIM - JAIPUR,235171.0,1307684682.0,96.73813690259206,438
BENGALURU - JABALPUR,235020.0,1307919702.0,96.75552289575066,439
JAISALMER - MUMBAI,234490.0,1308154192.0,96.77286968128277,440
"MOPA, GOA - MUMBAI",231914.0,1308386106.0,96.7900259029549,441
BAREILLY - BENGALURU,231651.0,1308617757.0,96.80716266876709,442
BHOPAL - PUNE,226966.0,1308844723.0,96.82395285395657,443
AHMEDABAD - COIMBATORE,225517.0,1309070240.0,96.8406358469748,444
DELHI - KHAJURAHO,225255.0,1309295495.0,96.85729945810976,445
AHMEDABAD - JAMMU,223973.0,1309519468.0,96.87386823117465,446
MUMBAI (MUMBAI) - UDAIPUR,222141.0,1309741609.0,96.8903014790099,447
LUCKNOW - RANCHI,220485.0,1309962094.0,96.9066122215066,448
HYDERABAD - JHARSUGUDA,220055.0,1310182149.0,96.92289115404219,449
BENGALURU - KOLHAPUR,215853.0,1310398002.0,96.93885923667882,450
BENGALURU - HINDON AIRPORT,215499.0,1310613501.0,96.95480113158004,451
BAGDOGRA  - KOLKATA,215407.0,1310828908.0,96.9707362206291,452
BIKANER - DELHI,214330.0,1311043238.0,96.98659163682211,453
HYDERABAD - NASIK,213500.0,1311256738.0,97.00238565239253,454
HUBLI - HYDERABAD,212360.0,1311469098.0,97.01809533457771,455
MUMBAI - TIRUCHIRAPALLY,209928.0,1311679026.0,97.033625105541,456
BHUBANESWAR - MUMBAI (MUMBAI),208665.0,1311887691.0,97.04906144399067,457
DELHI - ITANAGAR,206692.0,1312094383.0,97.06435182650252,458
CHENNAI - SALEM,206203.0,1312300586.0,97.0796060344307,459
CHANDIGARH - INDORE,205855.0,1312506441.0,97.09483449848338,460
TIRUPATI - VIJAYAWADA,204601.0,1312711042.0,97.1099701958123,461
DELHI - MUMBAI (NAVI MUMBAI),204102.0,1312915144.0,97.12506897879099,462
CHANDIGARH - MUMBAI (MUMBAI),203636.0,1313118780.0,97.14013328864907,463
BAGDOGRA  - MUMBAI (MUMBAI),201607.0,1313320387.0,97.15504749987673,464
GUWAHATI - JORHAT,198479.0,1313518866.0,97.16973031213153,465
INDORE - JABALPUR,197145.0,1313716011.0,97.18431443953025,466
BENGALURU - RAJKOT,196026.0,1313912037.0,97.19881578705348,467
ALLAHABAD - PUNE,195725.0,1314107762.0,97.21329486760393,468
DABOLIM - NAGPUR,192454.0,1314300216.0,97.22753197052003,469
HIRASAR (RAJKOT) - MUMBAI (MUMBAI),192048.0,1314492264.0,97.24173903891473,470
AURANGABAD - BENGALURU,190514.0,1314682778.0,97.2558326271226,471
"BENGALURU - GOA (MOPA, NORTH GOA)",186895.0,1314869673.0,97.26965849382066,472
HYDERABAD - PONDICHERRY,184436.0,1315054109.0,97.28330245192718,473
HYDERABAD - JAGDALPUR,184359.0,1315238468.0,97.29694071383139,474
AGRA - MUMBAI,180484.0,1315418952.0,97.31029231620239,475
COIMBATORE - KOLKATA,180326.0,1315599278.0,97.32363223026212,476
BENGALURU - NASIK,179130.0,1315778408.0,97.33688366824398,477
MUMBAI - PORBANDAR,178584.0,1315956992.0,97.35009471497293,478
DEHRADUN - JAIPUR,176158.0,1316133150.0,97.36312629433992,479
BAGDOGRA  - BENGALURU,175508.0,1316308658.0,97.37610978888199,480
BENGALURU - VIDYANAGAR,174547.0,1316483205.0,97.38902219185984,481
"BENGALURU - KALABURAGI, KARNATAKA",174150.0,1316657355.0,97.40190522610615,482
AHMEDABAD - HUBLI,169818.0,1316827173.0,97.41446779348853,483
GOA - VADODARA,166584.0,1316993757.0,97.42679112037274,484
INDORE - JODHPUR,165254.0,1317159011.0,97.43901605830753,485
COIMBATORE - MUMBAI (MUMBAI),165250.0,1317324261.0,97.45124070033569,486
BENGALURU - VISHAKHAPATNAM (VISAKHAPATNAM),164317.0,1317488578.0,97.46339632214591,487
JAIPUR - JAISALMER,162354.0,1317650932.0,97.47540672778487,488
"GOA (DABOLIM, SOUTH GOA) - HYDERABAD",159366.0,1317810298.0,97.48719609118251,489
BENGALURU - DEOGHAR ,158812.0,1317969110.0,97.49894447151398,490
BHUBANESWAR - JHARSUGUDA,156983.0,1318126093.0,97.51055754854579,491
ALLAHABAD - RAIPUR,156114.0,1318282207.0,97.52210633986552,492
DELHI - VISHAKHAPATNAM (VISAKHAPATNAM),155284.0,1318437491.0,97.53359373056263,493
BHUBANESWAR - KOCHI,154484.0,1318591975.0,97.54502193993679,494
AMRITSAR - LUCKNOW,153261.0,1318745236.0,97.55635967586342,495
AJMER - DELHI,151622.0,1318896858.0,97.5675761640546,496
DELHI - THIRUVANANTHAPURAM,151359.0,1319048217.0,97.57877319638585,497
AJMER - HYDERABAD,150932.0,1319199149.0,97.58993864068597,498
DELHI - HIRASAR (RAJKOT),150501.0,1319349650.0,97.60107220104834,499
HYDERABAD - NANDED,150136.0,1319499786.0,97.61217875993208,500
INDORE - JAMMU,149919.0,1319649705.0,97.62326926588196,501
DEHRA DUN - JAIPUR,149446.0,1319799151.0,97.63432478087464,502
AYODHYA - DELHI,148991.0,1319948142.0,97.64534663648988,503
BHUJ - DELHI,148753.0,1320096895.0,97.65635088566151,504
DELHI - KULLU,148536.0,1320245431.0,97.66733908189931,505
AHMEDABAD - JAISALMER,146796.0,1320392227.0,97.6781985587596,506
MANGALORE (MANGALURU) - MUMBAI (MUMBAI),146413.0,1320538640.0,97.68902970256154,507
BHUBANESWAR - LUCKNOW,145682.0,1320684322.0,97.69980676942959,508
BHUBANESWAR - JAIPUR,144881.0,1320829203.0,97.710524580998,509
DELHI - JORHAT,144861.0,1320974064.0,97.72124091303336,510
DEHRADUN - KOLKATA,144539.0,1321118603.0,97.7319334245862,511
GWALIOR - HYDERABAD,143721.0,1321262324.0,97.7425654232363,512
JAIPUR  - KOLKATA,143301.0,1321405625.0,97.75316635169183,513
KOLHAPUR - TIRUPATI,143155.0,1321548780.0,97.76375647955592,514
BENGALURU - PONDICHERRY,143072.0,1321691852.0,97.77434046735775,515
CHENNAI - UDAIPUR,141971.0,1321833823.0,97.78484300686384,516
CUDDAPAH - HYDERABAD,141630.0,1321975453.0,97.79532032033099,517
AGARTALA - HYDERABAD,141461.0,1322116914.0,97.80578513174366,518
MUMBAI (MUMBAI) - PATNA,140937.0,1322257851.0,97.8162111793898,519
"DELHI - MOPA, GOA",140650.0,1322398501.0,97.82661599573629,520
HYDERABAD - VIDYANAGAR,140576.0,1322539077.0,97.83701533781043,521
PUNE - VADODARA,139441.0,1322678518.0,97.84733071638257,522
GOA - RAJKOT INTERNATIONAL AIRPORT,137910.0,1322816428.0,97.85753283669787,523
LUCKNOW - NAGPUR,137670.0,1322954098.0,97.86771720261628,524
DIBRUGARH - IMPHAL,137142.0,1323091240.0,97.87786250886151,525
GUWAHATI - KOCHI,136603.0,1323227843.0,97.88796794169039,526
GUWAHATI - MUMBAI (MUMBAI),136082.0,1323363925.0,97.89803483268268,527
HYDERABAD - JAIPUR ,135039.0,1323498964.0,97.90802456602513,528
DELHI - KANDLA,134750.0,1323633714.0,97.91799292011466,529
BENGALURU - MUMBAI (NAVI MUMBAI),133284.0,1323766998.0,97.92785282442982,530
AHMEDABAD - BELGAUM,131298.0,1323898296.0,97.93756581111069,531
"GOA (MOPA, NORTH GOA) - PUNE",129847.0,1324028143.0,97.947171457667,532
PUNE - SURAT,129577.0,1324157720.0,97.9567571305268,533
BENGALURU - JAMMU,128757.0,1324286477.0,97.96628214253055,534
BHOPAL - MUMBAI (MUMBAI),128138.0,1324414615.0,97.97576136298564,535
GOA - SURAT,126740.0,1324541355.0,97.98513716407882,536
KOLKATA - LILABARI,126328.0,1324667683.0,97.99448248679067,537
ALLAHABAD - BHUBANESWAR,126098.0,1324793781.0,98.00381079487217,538
BHUBANESWAR - VISAKHAPATNAM,123510.0,1324917291.0,98.0129476513738,539
BAGDOGRA  - HYDERABAD,119681.0,1325036972.0,98.02180125126834,540
BENGALURU - PRAYAGRAJ,118122.0,1325155094.0,98.03053952155972,541
CHANDIGARH - DHARAMSALA,117719.0,1325272813.0,98.03924797925964,542
KOLHAPUR - MUMBAI,117604.0,1325390417.0,98.04794792964438,543
ADAMPUR - DELHI,115981.0,1325506398.0,98.05652781592013,544
CHENNAI - VISHAKHAPATNAM (VISAKHAPATNAM),115586.0,1325621984.0,98.06507848141767,545
KOZHIKODE - TRIVANDRUM,115061.0,1325737045.0,98.07359030917199,546
AIZAWL - IMPHAL,114821.0,1325851866.0,98.08208438252942,547
KOLKATA - TRIVANDRUM,114433.0,1325966299.0,98.0905497529452,548
MUMBAI (MUMBAI) - RAIPUR,114413.0,1326080712.0,98.0990136438279,549
BHOPAL - JAIPUR,114350.0,1326195062.0,98.10747287418144,550
MUMBAI - NANDED,114289.0,1326309351.0,98.11592759195908,551
DELHI - RAJAHMUNDRY,114250.0,1326423601.0,98.12437942464723,552
HYDERABAD - VIJAYWADA,113902.0,1326537503.0,98.13280551345987,553
MUMBAI (MUMBAI) - VADODARA,113322.0,1326650825.0,98.14118869581337,554
CHENNAI - THIRUVANANTHAPURAM,112853.0,1326763678.0,98.14953718311627,555
HINDON AIRPORT - KOLKATA,112525.0,1326876203.0,98.15786140607673,556
MUMBAI (MUMBAI) - THIRUVANANTHAPURAM,110442.0,1326986645.0,98.16603153566751,557
HYDERABAD - IMPHAL,109316.0,1327095961.0,98.17411836754617,558
AMRITSAR - MUMBAI (MUMBAI),108924.0,1327204885.0,98.18217620057659,559
"AHMEDABAD - GOA (DABOLIM, SOUTH GOA)",108053.0,1327312938.0,98.19016959994158,560
AHMEDABAD - DIU,107531.0,1327420469.0,98.19812438349337,561
HYDERABAD - KANPUR,106976.0,1327527445.0,98.20603811000231,562
PUNE - RAJKOT INTERNATIONAL AIRPORT,106842.0,1327634287.0,98.21394192363967,563
AMRITSAR - JAIPUR,106186.0,1327740473.0,98.22179720859218,564
MANGALORE - PUNE,105620.0,1327846093.0,98.22961062275867,565
JODHPUR - MUMBAI (MUMBAI),103260.0,1327949353.0,98.23724945202238,566
BHAVNAGAR - PUNE,102721.0,1328052074.0,98.24484840786972,567
AMRITSAR - PATNA,102323.0,1328154397.0,98.2524179210089,568
CHENNAI - VADODARA,101969.0,1328256366.0,98.25996124641263,569
DELHI - MANGALORE (MANGALURU),101303.0,1328357669.0,98.267455303365,570
HYDERABAD - RAJKOT INTERNATIONAL AIRPORT,101249.0,1328458918.0,98.27494536557806,571
HYDERABAD - KADAPA,100864.0,1328559782.0,98.28240694677945,572
BENGALURU - KALABURAGI,100194.0,1328659976.0,98.28981896362282,573
"HYDERABAD - MOPA, GOA",99709.0,1328759685.0,98.29719510178914,574
GWALIOR - KOLKATA,99289.0,1328858974.0,98.30454016976091,575
AGRA - AHMEDABAD,99236.0,1328958210.0,98.31188131697003,576
GUWAHATI - VARANASI,99022.0,1329057232.0,98.31920663317526,577
DEHRADUN - MUMBAI (MUMBAI),98496.0,1329155728.0,98.3264930376606,578
CHANDIGARH - GUWAHATI,98467.0,1329254195.0,98.333777296823,579
BENGALURU - SALEM,98277.0,1329352472.0,98.3410475004212,580
BENGALURU - VIJAYWADA,98204.0,1329450676.0,98.34831230372366,581
JAIPUR - JODHPUR,97750.0,1329548426.0,98.35554352162535,582
"AHMEDABAD - MOPA, GOA",97385.0,1329645811.0,98.36274773804841,583
DIMAPUR - IMPHAL,96995.0,1329742806.0,98.36992310357653,584
GOA - LUCKNOW,96740.0,1329839546.0,98.37707960505794,585
DEOGHAR  - KOLKATA,96121.0,1329935667.0,98.38419031499069,586
HYDERABAD - SHIVAMOGGA AIRPORT,95748.0,1330031415.0,98.39127343163162,587
JAGDALPUR - RAIPUR,95233.0,1330126648.0,98.39831845029586,588
CHENNAI - HINDON AIRPORT,94483.0,1330221131.0,98.40530798646982,589
BENGALURU - GHAZIABAD,93807.0,1330314938.0,98.41224751442587,590
BHATINDA - DELHI,92407.0,1330407345.0,98.41908347506669,591
DELHI - VIJAYWADA,92337.0,1330499682.0,98.42591425734174,592
HYDERABAD - JAMMU,91510.0,1330591192.0,98.43268386092417,593
MUMBAI - RAJAHMUNDRY,90836.0,1330682028.0,98.43940360424199,594
JAMMU - LUCKNOW,90746.0,1330772774.0,98.44611668966098,595
AMRITSAR - GUWAHATI,90623.0,1330863397.0,98.45282067595156,596
JHARSUGUDA - MUMBAI,90535.0,1330953932.0,98.4595181522966,597
GOA - PATNA,89640.0,1331043572.0,98.46614941953656,598
IMPHAL - SILCHAR,89371.0,1331132943.0,98.47276078705669,599
DEHRA DUN - KOLKATA,88283.0,1331221226.0,98.47929166797753,600
COCHIN - MUMBAI,88030.0,1331309256.0,98.48580383280499,601
MUMBAI (MUMBAI) - SRINAGAR,87988.0,1331397244.0,98.49231289061301,602
DARBHANGA - MUMBAI (MUMBAI),87860.0,1331485104.0,98.49881247940934,603
ALLAHABAD - LUCKNOW,87117.0,1331572221.0,98.50525710355194,604
DABOLIM - HINDON AIRPORT,86790.0,1331659011.0,98.51167753732881,605
HINDON AIRPORT - MUMBAI,86550.0,1331745561.0,98.51808021670875,606
AMRITSAR - DABOLIM,86194.0,1331831755.0,98.52445656039997,607
KOCHI - KOZHIKODE,86027.0,1331917782.0,98.53082054999003,608
AYODHYA INTERNATIONAL AIRPORT  - HYDERABAD,85685.0,1332003467.0,98.5371592395645,609
DABOLIM - MYSORE,85101.0,1332088568.0,98.5434547267732,610
"GOA (MOPA, NORTH GOA) - MUMBAI (NAVI MUMBAI)",84326.0,1332172894.0,98.54969288207526,611
CHENNAI - TIRUCHIRAPPALLI,83826.0,1332256720.0,98.55589404905048,612
KOCHI - LUCKNOW,82937.0,1332339657.0,98.56202945078051,613
ALLAHABAD (PRAYAGRAJ) - MUMBAI (MUMBAI),82743.0,1332422400.0,98.56815050103972,614
INDORE - UDAIPUR,82738.0,1332505138.0,98.57427118141568,615
ALLAHABAD - INDORE,82715.0,1332587853.0,98.58039016032859,616
JAIPUR - KOCHI,81807.0,1332669660.0,98.58644196843993,617
JAIPUR  - PUNE,81551.0,1332751211.0,98.5924748385279,618
AHMEDABAD - VISAKHAPATNAM,81481.0,1332832692.0,98.59850253025012,619
HYDERABAD - PRAYAGRAJ,81163.0,1332913855.0,98.60450669739646,620
DIU - SURAT,80359.0,1332994214.0,98.61045138731319,621
JABALPUR - KOLKATA,80231.0,1333074445.0,98.61638660821825,622
IMPHAL - SHILLONG,79332.0,1333153777.0,98.6222553241116,623
HYDERABAD - THIRUVANANTHAPURAM,79169.0,1333232946.0,98.6281119818104,624
MUMBAI (MUMBAI) - RANCHI,78986.0,1333311932.0,98.63395510178158,625
HUBLI - KOCHI,78868.0,1333390800.0,98.63978949250762,626
PUNE - VISAKHAPATNAM,78101.0,1333468901.0,98.64556714314023,627
LUCKNOW - VARANASI,77791.0,1333546692.0,98.6513218610102,628
KOLKATA - RUPSI,77724.0,1333624416.0,98.65707162244436,629
AHMEDABAD - UDAIPUR,77142.0,1333701558.0,98.66277832946608,630
AGRA - HYDERABAD,76445.0,1333778003.0,98.66843347476012,631
RAIPUR - VISAKHAPATNAM,76415.0,1333854418.0,98.67408640075456,632
BENGALURU - SILCHAR,76189.0,1333930607.0,98.67972260802527,633
KISHANGARH - PUNE,76172.0,1334006779.0,98.68535755769285,634
DELHI - DEOGHAR AIRPORT,74472.0,1334081251.0,98.69086674704911,635
AGARTALA - DIBRUGARH,74220.0,1334155471.0,98.69635729428862,636
CHENNAI - CUDDAPAH,74005.0,1334229476.0,98.70183193654758,637
BHUBANESWAR - INDORE,73906.0,1334303382.0,98.70729925511783,638
DELHI - TIRUCHIRAPALLY,73648.0,1334377030.0,98.71274748771141,639
AMRITSAR - NANDED,73564.0,1334450594.0,98.71818950626609,640
ALLAHABAD - BHOPAL,73523.0,1334524117.0,98.72362849177794,641
HINDON AIRPORT - NANDED,73310.0,1334597427.0,98.72905172026258,642
BENGALURU - SHIVAMOGGA AIRPORT,73174.0,1334670601.0,98.73446488792229,643
BHOPAL - LUCKNOW,72696.0,1334743297.0,98.73984269474153,644
GORAKHPUR - MUMBAI (MUMBAI),72549.0,1334815846.0,98.74520962699268,645
COIMBATORE - DABOLIM,72222.0,1334888068.0,98.75055236887805,646
GUWAHATI - JAIPUR ,72092.0,1334960160.0,98.75588549379842,647
BENGALURU - NANDED,71780.0,1335031940.0,98.76119553800284,648
HINDON AIRPORT - PATNA,71769.0,1335103709.0,98.76650476846407,649
AHMEDABAD - BHUJ,71414.0,1335175123.0,98.77178773721324,650
CHANDIGARH - GOA,70995.0,1335246118.0,98.7770397097445,651
"AHMEDABAD - GOA (MOPA, NORTH GOA)",70425.0,1335316543.0,98.78224951558312,652
CHANDIGARH - JAMMU,70290.0,1335386833.0,98.78744933457348,653
CHENNAI - KADAPA,70094.0,1335456927.0,98.79263465413973,654
INDORE - SHIRDI,70082.0,1335527009.0,98.79781908598613,655
AGRA - VARANASI,70074.0,1335597083.0,98.8030029260193,656
DELHI - DEOGHAR,69798.0,1335666881.0,98.80816634849604,657
HINDON AIRPORT - VARANASI,69696.0,1335736577.0,98.8133222253541,658
BENGALURU - TIRUCHIRAPPALLI,69338.0,1335805915.0,98.81845161857012,659
KADAPA - VIJAYAWADA,68910.0,1335874825.0,98.82354934977835,660
AHMEDABAD - KANDLA,68858.0,1335943683.0,98.8286432342006,661
BENGALURU - COCHIN,68494.0,1336012177.0,98.83371019112087,662
"JAIPUR - MOPA, GOA",67514.0,1336079691.0,98.8387046509205,663
CHENNAI - JAIPUR ,67405.0,1336147096.0,98.84369104726488,664
BHUJ - MUMBAI (MUMBAI),67375.0,1336214471.0,98.84867522430964,665
BAREILLY - DELHI,67327.0,1336281798.0,98.85365585047504,666
BHUBANESWAR - ROURKELA,67178.0,1336348976.0,98.85862545411901,667
AMRITSAR - GOA,66383.0,1336415359.0,98.86353624632326,668
DELHI - NASHIK,66234.0,1336481593.0,98.86843601600613,669
JABALPUR - PUNE,66208.0,1336547801.0,98.873333862296,670
KOCHI - MUMBAI (NAVI MUMBAI),66164.0,1336613965.0,98.8782284536131,671
SHIRDI - VIJAYAWADA,65924.0,1336679889.0,98.88310529053331,672
GWALIOR - INDORE,65900.0,1336745789.0,98.88798035201383,673
HYDERABAD - PUDUCHERRY,65752.0,1336811541.0,98.89284446494959,674
DABOLIM - KANNUR,65592.0,1336877133.0,98.89769674162075,675
AHMEDABAD - JAIPUR ,65524.0,1336942657.0,98.90254398787948,676
MUMBAI - SHIRDI,65405.0,1337008062.0,98.9073824309164,677
COIMBATORE - GOA,65249.0,1337073311.0,98.91220933359534,678
KOLKATA - TEZPUR,65220.0,1337138531.0,98.91703409095133,679
AHMEDABAD - TRIVANDRUM,65190.0,1337203721.0,98.92185662900769,680
DELHI - SIMLA,64613.0,1337268334.0,98.92663648253487,681
AHMEDABAD - AJMER,64379.0,1337332713.0,98.93139902552507,682
KOCHI - NAGPUR,64369.0,1337397082.0,98.93616082874873,683
AHMEDABAD - PORBANDAR,64256.0,1337461338.0,98.94091427261053,684
KISHANGARH - NAGPUR,63735.0,1337525073.0,98.94562917463573,685
LUCKNOW - MUMBAI (NAVI MUMBAI),63109.0,1337588182.0,98.9502977672757,686
JALGAON - PUNE,62942.0,1337651124.0,98.9549540058145,687
"GOA (DABOLIM, SOUTH GOA) - INDORE",62676.0,1337713800.0,98.9595905665634,688
GOA - JALGAON,61607.0,1337775407.0,98.96414804626947,689
GOA - VARANASI,61293.0,1337836700.0,98.96868229730627,690
DABOLIM - HUBLI,60821.0,1337897521.0,98.97318163136252,691
BENGALURU - JAMNAGAR,60481.0,1337958002.0,98.9776558133565,692
AURANGABAD - MUMBAI (MUMBAI),60009.0,1338018011.0,98.98209507836992,693
BHUBANESWAR - PORT BLAIR,59735.0,1338077746.0,98.98651407378021,694
KURNOOL - VISAKHAPATNAM,59121.0,1338136867.0,98.99088764752513,695
NAGPUR - NASIK,58938.0,1338195805.0,98.9952476835424,696
HUBLI - PUNE,58734.0,1338254539.0,98.99959262832233,697
ALLAHABAD - DEHRA DUN,58451.0,1338312990.0,99.00391663770924,698
INDORE - SURAT,58071.0,1338371061.0,99.00821253596774,699
HYDERABAD - JAMNAGAR,57780.0,1338428841.0,99.01248690702002,700
COIMBATORE - VISAKHAPATNAM,57372.0,1338486213.0,99.01673109559755,701
HYDERABAD - JALGAON,57209.0,1338543422.0,99.02096322598054,702
DABOLIM - RAJKOT,56433.0,1338599855.0,99.02513795048024,703
GONDIA  - HYDERABAD,56220.0,1338656075.0,99.02929691795269,704
GWALIOR - JAMMU,55662.0,1338711737.0,99.03341460645237,705
GOA - RAIPUR,55609.0,1338767346.0,99.03752837418939,706
CUDDAPAH - VIJAYAWADA,54369.0,1338821715.0,99.0415504108758,707
ADAMPUR - HINDON AIRPORT,54002.0,1338875717.0,99.04554529813029,708
NANDED - PUNE,53950.0,1338929667.0,99.04953633859878,709
DEOGHAR  - MUMBAI,53843.0,1338983510.0,99.05351946356534,710
GOA - GUWAHATI,53840.0,1339037350.0,99.05750236660192,711
MUMBAI - SINDHUDURG AIRPORT,53751.0,1339091101.0,99.06147868571634,712
BHOPAL - DABOLIM,53736.0,1339144837.0,99.06545389518094,713
AHMEDABAD - GWALIOR,53568.0,1339198405.0,99.0694166765677,714
GUWAHATI - RUPSI,53524.0,1339251929.0,99.0733762029817,715
INDORE - NASIK,53333.0,1339305262.0,99.07732159985486,716
BELGAUM - TIRUPATI,53321.0,1339358583.0,99.08126610900815,717
DELHI - PAKYONG,53156.0,1339411739.0,99.0851984120136,718
GUWAHATI - TEZU,53082.0,1339464821.0,99.08912524074667,719
KOCHI - VISAKHAPATNAM,52959.0,1339517780.0,99.09304297035132,720
BHOPAL - UDAIPUR,52953.0,1339570733.0,99.09696025609604,721
BELGAUM - PUNE,52784.0,1339623517.0,99.1008650397863,722
BENGALURU - JAISALMER,52478.0,1339675995.0,99.10474718662051,723
ALLAHABAD - GORAKHPUR,52306.0,1339728301.0,99.10861660947029,724
BHUBANESWAR - CHANDIGARH,52237.0,1339780538.0,99.11248092793095,725
ALLAHABAD - KOLKATA,52089.0,1339832627.0,99.11633429784686,726
CHENNAI - SRINAGAR,51972.0,1339884599.0,99.12017901249429,727
AYODHYA - BENGALURU,51760.0,1339936359.0,99.12400804409113,728
AHMEDABAD - NANDED,51690.0,1339988049.0,99.12783189732221,729
AIZAWL - SHILLONG,51297.0,1340039346.0,99.13162667772836,730
JODHPUR - KOLKATA,51202.0,1340090548.0,99.13541443035243,731
SURAT - UDAIPUR,51095.0,1340141643.0,99.13919426747454,732
KOCHI - MYSORE,50877.0,1340192520.0,99.14295797768614,733
DELHI - LUDHIANA,50569.0,1340243089.0,99.14669890308838,734
