RoutePair,Year,Month,TotalPax
ADAMPUR - AHMEDABAD,2021,12,30.0
ADAMPUR - DELHI,2018,5,4448.0
ADAMPUR - DELHI,2018,6,3965.0
ADAMPUR - DELHI,2018,7,4538.0
ADAMPUR - DELHI,2018,8,4127.0
ADAMPUR - DELHI,2018,9,4401.0
ADAMPUR - DELHI,2018,10,4528.0
ADAMPUR - DELHI,2018,11,4608.0
ADAMPUR - DELHI,2018,12,4598.0
ADAMPUR - DELHI,2019,1,4639.0
ADAMPUR - DELHI,2019,2,4169.0
ADAMPUR - DELHI,2019,3,4636.0
ADAMPUR - DELHI,2019,4,4525.0
ADAMPUR - DELHI,2019,5,3744.0
ADAMPUR - DELHI,2019,6,4447.0
ADAMPUR - DELHI,2019,7,4136.0
ADAMPUR - DELHI,2019,8,4639.0
ADAMPUR - DELHI,2019,9,4409.0
ADAMPUR - DELHI,2019,10,4928.0
ADAMPUR - DELHI,2019,11,5125.0
ADAMPUR - DELHI,2019,12,5207.0
ADAMPUR - DELHI,2020,1,4446.0
ADAMPUR - DELHI,2020,2,4368.0
ADAMPUR - DELHI,2020,3,2314.0
ADAMPUR - DELHI,2020,5,104.0
ADAMPUR - DELHI,2020,11,462.0
ADAMPUR - DELHI,2020,12,1802.0
ADAMPUR - DELHI,2021,1,2970.0
ADAMPUR - DELHI,2021,2,3855.0
ADAMPUR - DELHI,2021,3,3768.0
ADAMPUR - DELHI,2021,4,1777.0
ADAMPUR - DELHI,2023,10,271.0
ADAMPUR - DELHI,2025,12,27.0
ADAMPUR - GHAZIABAD,2025,12,3018.0
ADAMPUR - GHAZIABAD,2026,1,2653.0
ADAMPUR - GHAZIABAD,2026,2,3825.0
ADAMPUR - GHAZIABAD,2026,3,3816.0
ADAMPUR - GHAZIABAD,2026,4,2829.0
ADAMPUR - GUWAHATI,2021,12,5.0
ADAMPUR - HINDON AIRPORT,2024,3,117.0
ADAMPUR - HINDON AIRPORT,2024,4,3283.0
ADAMPUR - HINDON AIRPORT,2024,6,3085.0
ADAMPUR - HINDON AIRPORT,2024,7,2494.0
ADAMPUR - HINDON AIRPORT,2024,8,2039.0
ADAMPUR - HINDON AIRPORT,2024,9,1698.0
ADAMPUR - HINDON AIRPORT,2024,10,3139.0
ADAMPUR - HINDON AIRPORT,2024,11,3198.0
ADAMPUR - HINDON AIRPORT,2024,12,3727.0
ADAMPUR - HINDON AIRPORT,2025,1,2748.0
ADAMPUR - HINDON AIRPORT,2025,2,3339.0
ADAMPUR - HINDON AIRPORT,2025,3,3741.0
ADAMPUR - HINDON AIRPORT,2025,4,3264.0
ADAMPUR - HINDON AIRPORT,2025,5,2401.0
ADAMPUR - HINDON AIRPORT,2025,6,3038.0
ADAMPUR - HINDON AIRPORT,2025,7,2959.0
ADAMPUR - HINDON AIRPORT,2025,8,1918.0
ADAMPUR - HINDON AIRPORT,2025,9,1705.0
ADAMPUR - HINDON AIRPORT,2025,10,3018.0
ADAMPUR - HINDON AIRPORT,2025,11,3091.0
ADAMPUR - JAIPUR,2021,3,45.0
ADAMPUR - JAIPUR,2021,4,87.0
ADAMPUR - KANDLA,2020,12,4.0
ADAMPUR - KANDLA,2021,1,2.0
ADAMPUR - MUMBAI,2020,11,241.0
ADAMPUR - MUMBAI,2020,12,1470.0
ADAMPUR - MUMBAI,2021,1,431.0
ADAMPUR - MUMBAI,2021,3,102.0
ADAMPUR - MUMBAI,2021,4,281.0
ADAMPUR - MUMBAI,2025,7,4483.0
ADAMPUR - MUMBAI,2025,8,6038.0
ADAMPUR - MUMBAI,2025,9,5849.0
ADAMPUR - MUMBAI,2025,10,9479.0
ADAMPUR - MUMBAI,2025,11,9939.0
ADAMPUR - MUMBAI,2025,12,8764.0
ADAMPUR - MUMBAI (MUMBAI),2026,1,10658.0
ADAMPUR - MUMBAI (MUMBAI),2026,2,9675.0
ADAMPUR - MUMBAI (MUMBAI),2026,3,9772.0
ADAMPUR - MUMBAI (MUMBAI),2026,4,8911.0
ADAMPUR - NANDED,2025,11,404.0
ADAMPUR - NANDED,2025,12,347.0
ADAMPUR - NANDED,2026,1,578.0
ADAMPUR - NANDED,2026,2,344.0
ADAMPUR - NANDED,2026,3,430.0
ADAMPUR - NANDED,2026,4,212.0
ADAMPUR - PATNA,2021,12,47.0
AGARTALA - AHMEDABAD,2021,7,210.0
AGARTALA - AHMEDABAD,2021,8,168.0
AGARTALA - AHMEDABAD,2021,9,293.0
AGARTALA - AHMEDABAD,2021,10,415.0
AGARTALA - AHMEDABAD,2021,11,299.0
AGARTALA - AHMEDABAD,2021,12,387.0
AGARTALA - AHMEDABAD,2022,1,166.0
AGARTALA - AHMEDABAD,2022,2,254.0
AGARTALA - AHMEDABAD,2022,3,389.0
AGARTALA - AHMEDABAD,2022,4,220.0
AGARTALA - AHMEDABAD,2022,5,713.0
AGARTALA - AHMEDABAD,2022,6,747.0
AGARTALA - AHMEDABAD,2022,7,675.0
AGARTALA - AHMEDABAD,2022,8,639.0
AGARTALA - AHMEDABAD,2022,9,599.0
AGARTALA - AHMEDABAD,2022,10,1010.0
AGARTALA - AHMEDABAD,2022,11,586.0
AGARTALA - AHMEDABAD,2022,12,1138.0
AGARTALA - AHMEDABAD,2023,1,826.0
AGARTALA - AHMEDABAD,2023,2,704.0
AGARTALA - AHMEDABAD,2023,3,596.0
AGARTALA - AHMEDABAD,2023,4,612.0
AGARTALA - AHMEDABAD,2023,5,443.0
AGARTALA - AHMEDABAD,2023,6,528.0
AGARTALA - AHMEDABAD,2023,7,194.0
AGARTALA - AHMEDABAD,2023,8,117.0
AGARTALA - AHMEDABAD,2023,9,156.0
AGARTALA - AHMEDABAD,2023,10,694.0
AGARTALA - AHMEDABAD,2023,11,726.0
AGARTALA - AHMEDABAD,2023,12,635.0
AGARTALA - AHMEDABAD,2024,1,506.0
AGARTALA - AHMEDABAD,2024,2,613.0
AGARTALA - AHMEDABAD,2024,3,541.0
AGARTALA - AHMEDABAD,2024,10,58.0
AGARTALA - AHMEDABAD,2024,11,327.0
AGARTALA - AHMEDABAD,2024,12,464.0
AGARTALA - AHMEDABAD,2025,3,275.0
AGARTALA - AHMEDABAD,2025,5,23.0
AGARTALA - AHMEDABAD,2025,10,32.0
AGARTALA - AHMEDABAD,2025,11,260.0
AGARTALA - AHMEDABAD,2025,12,125.0
AGARTALA - AHMEDABAD,2026,1,206.0
AGARTALA - AHMEDABAD,2026,2,232.0
AGARTALA - AHMEDABAD,2026,3,385.0
AGARTALA - AIZAWL,2020,2,83.0
AGARTALA - AIZAWL,2020,3,1894.0
AGARTALA - AIZAWL,2021,3,23.0
AGARTALA - AIZAWL,2021,4,309.0
AGARTALA - AIZAWL,2021,11,772.0
AGARTALA - AIZAWL,2021,12,631.0
AGARTALA - AIZAWL,2022,1,402.0
AGARTALA - AIZAWL,2022,2,394.0
AGARTALA - AIZAWL,2022,3,778.0
AGARTALA - AIZAWL,2022,4,701.0
AGARTALA - AIZAWL,2022,5,1015.0
AGARTALA - AIZAWL,2022,6,1053.0
AGARTALA - AIZAWL,2022,7,825.0
AGARTALA - AIZAWL,2022,8,761.0
AGARTALA - AIZAWL,2022,9,1003.0
AGARTALA - AIZAWL,2022,10,1213.0
AGARTALA - AIZAWL,2022,11,1449.0
AGARTALA - AIZAWL,2022,12,1430.0
AGARTALA - AIZAWL,2023,1,1085.0
AGARTALA - AIZAWL,2023,2,937.0
AGARTALA - AIZAWL,2023,3,1637.0
AGARTALA - AIZAWL,2023,4,1307.0
AGARTALA - AIZAWL,2023,5,1830.0
AGARTALA - AIZAWL,2024,7,176.0
AGARTALA - BAGDOGRA,2019,5,10.0
AGARTALA - BAGDOGRA,2019,7,9.0
AGARTALA - BAGDOGRA,2019,8,186.0
AGARTALA - BAGDOGRA,2019,9,167.0
AGARTALA - BAGDOGRA,2019,10,141.0
AGARTALA - BAGDOGRA,2025,10,508.0
AGARTALA - BAGDOGRA,2025,11,4187.0
AGARTALA - BAGDOGRA,2025,12,7491.0
AGARTALA - BAGDOGRA ,2026,1,6508.0
AGARTALA - BAGDOGRA ,2026,2,5971.0
AGARTALA - BAGDOGRA ,2026,3,7109.0
AGARTALA - BAGDOGRA ,2026,4,5105.0
AGARTALA - BENGALURU,2015,4,1857.0
AGARTALA - BENGALURU,2015,5,2278.0
AGARTALA - BENGALURU,2015,6,2001.0
AGARTALA - BENGALURU,2015,7,3029.0
AGARTALA - BENGALURU,2015,8,2845.0
AGARTALA - BENGALURU,2015,9,2913.0
AGARTALA - BENGALURU,2015,10,2044.0
AGARTALA - BENGALURU,2015,11,1568.0
AGARTALA - BENGALURU,2015,12,1107.0
AGARTALA - BENGALURU,2016,1,982.0
AGARTALA - BENGALURU,2016,2,1149.0
AGARTALA - BENGALURU,2016,3,1571.0
AGARTALA - BENGALURU,2016,4,1573.0
AGARTALA - BENGALURU,2016,5,1481.0
AGARTALA - BENGALURU,2016,6,1596.0
AGARTALA - BENGALURU,2016,7,864.0
AGARTALA - BENGALURU,2016,8,1047.0
AGARTALA - BENGALURU,2016,9,625.0
AGARTALA - BENGALURU,2016,10,1121.0
AGARTALA - BENGALURU,2016,11,1121.0
AGARTALA - BENGALURU,2016,12,1438.0
AGARTALA - BENGALURU,2017,1,1444.0
AGARTALA - BENGALURU,2017,2,1296.0
AGARTALA - BENGALURU,2017,3,1817.0
AGARTALA - BENGALURU,2017,4,1819.0
AGARTALA - BENGALURU,2017,5,1293.0
AGARTALA - BENGALURU,2017,6,1442.0
AGARTALA - BENGALURU,2017,7,868.0
AGARTALA - BENGALURU,2017,8,1246.0
AGARTALA - BENGALURU,2017,9,1308.0
AGARTALA - BENGALURU,2017,10,1375.0
AGARTALA - BENGALURU,2017,11,627.0
AGARTALA - BENGALURU,2017,12,758.0
AGARTALA - BENGALURU,2018,1,1717.0
AGARTALA - BENGALURU,2018,2,2457.0
AGARTALA - BENGALURU,2018,3,2657.0
AGARTALA - BENGALURU,2018,4,5727.0
AGARTALA - BENGALURU,2018,5,4813.0
AGARTALA - BENGALURU,2018,6,5185.0
AGARTALA - BENGALURU,2018,7,1682.0
AGARTALA - BENGALURU,2018,8,2709.0
AGARTALA - BENGALURU,2018,9,3698.0
AGARTALA - BENGALURU,2018,10,6582.0
AGARTALA - BENGALURU,2018,11,2927.0
AGARTALA - BENGALURU,2018,12,9991.0
AGARTALA - BENGALURU,2019,1,9022.0
AGARTALA - BENGALURU,2019,2,7982.0
AGARTALA - BENGALURU,2019,3,7915.0
AGARTALA - BENGALURU,2019,4,6740.0
AGARTALA - BENGALURU,2019,5,8903.0
AGARTALA - BENGALURU,2019,6,5655.0
AGARTALA - BENGALURU,2019,7,6518.0
AGARTALA - BENGALURU,2019,8,7464.0
AGARTALA - BENGALURU,2019,9,6361.0
AGARTALA - BENGALURU,2019,10,7951.0
AGARTALA - BENGALURU,2019,11,6544.0
AGARTALA - BENGALURU,2019,12,8962.0
AGARTALA - BENGALURU,2020,1,8901.0
AGARTALA - BENGALURU,2020,2,7071.0
AGARTALA - BENGALURU,2020,3,5519.0
AGARTALA - BENGALURU,2020,6,791.0
AGARTALA - BENGALURU,2020,7,2044.0
AGARTALA - BENGALURU,2020,8,2226.0
AGARTALA - BENGALURU,2020,9,4154.0
AGARTALA - BENGALURU,2020,10,6943.0
AGARTALA - BENGALURU,2020,11,7927.0
AGARTALA - BENGALURU,2020,12,7718.0
AGARTALA - BENGALURU,2021,1,5775.0
AGARTALA - BENGALURU,2021,2,5656.0
AGARTALA - BENGALURU,2021,3,4970.0
AGARTALA - BENGALURU,2021,4,6842.0
AGARTALA - BENGALURU,2021,6,166.0
AGARTALA - BENGALURU,2021,7,813.0
AGARTALA - BENGALURU,2021,8,1677.0
AGARTALA - BENGALURU,2021,9,2924.0
AGARTALA - BENGALURU,2021,10,3691.0
AGARTALA - BENGALURU,2021,11,5766.0
AGARTALA - BENGALURU,2021,12,6464.0
AGARTALA - BENGALURU,2022,1,3338.0
AGARTALA - BENGALURU,2022,2,3027.0
AGARTALA - BENGALURU,2022,3,5926.0
AGARTALA - BENGALURU,2022,4,7302.0
AGARTALA - BENGALURU,2022,5,8056.0
AGARTALA - BENGALURU,2022,6,8660.0
AGARTALA - BENGALURU,2022,7,9005.0
AGARTALA - BENGALURU,2022,8,9510.0
AGARTALA - BENGALURU,2022,9,9477.0
AGARTALA - BENGALURU,2022,10,9932.0
AGARTALA - BENGALURU,2022,11,5881.0
AGARTALA - BENGALURU,2022,12,6126.0
AGARTALA - BENGALURU,2023,1,7890.0
AGARTALA - BENGALURU,2023,2,5064.0
AGARTALA - BENGALURU,2023,3,8266.0
AGARTALA - BENGALURU,2023,4,11222.0
AGARTALA - BENGALURU,2023,5,11225.0
AGARTALA - BENGALURU,2023,6,11062.0
AGARTALA - BENGALURU,2023,7,6410.0
AGARTALA - BENGALURU,2023,8,8649.0
AGARTALA - BENGALURU,2023,9,8822.0
AGARTALA - BENGALURU,2023,10,10574.0
AGARTALA - BENGALURU,2023,11,10239.0
AGARTALA - BENGALURU,2023,12,11025.0
AGARTALA - BENGALURU,2024,1,10623.0
AGARTALA - BENGALURU,2024,2,7897.0
AGARTALA - BENGALURU,2024,3,10102.0
AGARTALA - BENGALURU,2024,4,7953.0
AGARTALA - BENGALURU,2024,6,10435.0
AGARTALA - BENGALURU,2024,7,10801.0
AGARTALA - BENGALURU,2024,8,8972.0
AGARTALA - BENGALURU,2024,9,8146.0
AGARTALA - BENGALURU,2024,10,9842.0
AGARTALA - BENGALURU,2024,11,8509.0
AGARTALA - BENGALURU,2024,12,8326.0
AGARTALA - BENGALURU,2025,1,8239.0
AGARTALA - BENGALURU,2025,2,7169.0
AGARTALA - BENGALURU,2025,3,7881.0
AGARTALA - BENGALURU,2025,4,7908.0
AGARTALA - BENGALURU,2025,5,7650.0
AGARTALA - BENGALURU,2025,6,6665.0
AGARTALA - BENGALURU,2025,7,7245.0
AGARTALA - BENGALURU,2025,8,7447.0
AGARTALA - BENGALURU,2025,9,7323.0
AGARTALA - BENGALURU,2025,10,6952.0
AGARTALA - BENGALURU,2025,11,7287.0
AGARTALA - BENGALURU,2025,12,7100.0
AGARTALA - BENGALURU,2026,1,8389.0
AGARTALA - BENGALURU,2026,2,7414.0
AGARTALA - BENGALURU,2026,3,7773.0
AGARTALA - BENGALURU,2026,4,7012.0
AGARTALA - BHUBANESWAR,2018,3,8.0
AGARTALA - BHUBANESWAR,2018,4,70.0
AGARTALA - BHUBANESWAR,2018,5,156.0
AGARTALA - BHUBANESWAR,2018,6,21.0
AGARTALA - BHUBANESWAR,2019,3,7.0
AGARTALA - BHUBANESWAR,2019,4,26.0
AGARTALA - BHUBANESWAR,2022,5,18.0
AGARTALA - BHUBANESWAR,2022,6,90.0
AGARTALA - BHUBANESWAR,2025,5,14.0
AGARTALA - CHENNAI,2015,10,607.0
AGARTALA - CHENNAI,2015,11,1322.0
AGARTALA - CHENNAI,2015,12,1256.0
AGARTALA - CHENNAI,2016,1,1996.0
AGARTALA - CHENNAI,2016,2,1973.0
AGARTALA - CHENNAI,2016,3,967.0
AGARTALA - CHENNAI,2016,4,1495.0
AGARTALA - CHENNAI,2016,5,2364.0
AGARTALA - CHENNAI,2016,6,2340.0
AGARTALA - CHENNAI,2016,7,994.0
AGARTALA - CHENNAI,2016,8,945.0
AGARTALA - CHENNAI,2016,9,801.0
AGARTALA - CHENNAI,2016,10,1193.0
AGARTALA - CHENNAI,2016,11,1938.0
AGARTALA - CHENNAI,2016,12,1963.0
AGARTALA - CHENNAI,2017,1,1898.0
AGARTALA - CHENNAI,2017,2,2310.0
AGARTALA - CHENNAI,2017,3,1869.0
AGARTALA - CHENNAI,2017,4,1440.0
AGARTALA - CHENNAI,2017,5,1651.0
AGARTALA - CHENNAI,2017,6,1820.0
AGARTALA - CHENNAI,2017,7,2258.0
AGARTALA - CHENNAI,2017,8,2157.0
AGARTALA - CHENNAI,2017,9,2260.0
AGARTALA - CHENNAI,2017,10,2328.0
AGARTALA - CHENNAI,2017,11,3799.0
AGARTALA - CHENNAI,2017,12,3883.0
AGARTALA - CHENNAI,2018,1,5753.0
AGARTALA - CHENNAI,2018,2,7786.0
AGARTALA - CHENNAI,2018,3,8193.0
AGARTALA - CHENNAI,2018,4,7221.0
AGARTALA - CHENNAI,2018,5,7423.0
AGARTALA - CHENNAI,2018,6,7075.0
AGARTALA - CHENNAI,2018,7,6193.0
AGARTALA - CHENNAI,2018,8,5288.0
AGARTALA - CHENNAI,2018,9,4595.0
AGARTALA - CHENNAI,2018,10,5855.0
AGARTALA - CHENNAI,2018,11,2929.0
AGARTALA - CHENNAI,2018,12,3231.0
AGARTALA - CHENNAI,2019,1,3000.0
AGARTALA - CHENNAI,2019,2,2468.0
AGARTALA - CHENNAI,2019,3,3125.0
AGARTALA - CHENNAI,2019,4,3906.0
AGARTALA - CHENNAI,2019,5,4152.0
AGARTALA - CHENNAI,2019,6,4127.0
AGARTALA - CHENNAI,2019,7,3821.0
AGARTALA - CHENNAI,2019,8,6069.0
AGARTALA - CHENNAI,2019,9,3637.0
AGARTALA - CHENNAI,2019,10,3720.0
AGARTALA - CHENNAI,2019,11,3607.0
AGARTALA - CHENNAI,2019,12,5111.0
AGARTALA - CHENNAI,2020,1,3693.0
AGARTALA - CHENNAI,2020,2,3086.0
AGARTALA - CHENNAI,2020,3,2365.0
AGARTALA - CHENNAI,2020,8,67.0
AGARTALA - CHENNAI,2020,9,598.0
AGARTALA - CHENNAI,2020,10,749.0
AGARTALA - CHENNAI,2020,11,1468.0
AGARTALA - CHENNAI,2020,12,2099.0
AGARTALA - CHENNAI,2021,1,1643.0
AGARTALA - CHENNAI,2021,2,1981.0
AGARTALA - CHENNAI,2021,3,1012.0
AGARTALA - CHENNAI,2021,4,3863.0
AGARTALA - CHENNAI,2021,7,197.0
AGARTALA - CHENNAI,2022,2,312.0
AGARTALA - CHENNAI,2022,3,93.0
AGARTALA - CHENNAI,2022,5,1865.0
AGARTALA - CHENNAI,2022,6,4043.0
AGARTALA - CHENNAI,2022,7,3925.0
AGARTALA - CHENNAI,2022,8,4005.0
AGARTALA - CHENNAI,2022,9,639.0
AGARTALA - CHENNAI,2022,10,3023.0
AGARTALA - CHENNAI,2022,11,2957.0
AGARTALA - CHENNAI,2022,12,1733.0
AGARTALA - CHENNAI,2023,1,545.0
AGARTALA - CHENNAI,2023,2,1117.0
AGARTALA - CHENNAI,2023,3,2230.0
AGARTALA - CHENNAI,2023,4,2245.0
AGARTALA - CHENNAI,2023,5,1486.0
AGARTALA - CHENNAI,2023,6,2059.0
AGARTALA - CHENNAI,2023,7,2001.0
AGARTALA - CHENNAI,2023,8,1478.0
AGARTALA - CHENNAI,2023,9,1185.0
AGARTALA - CHENNAI,2023,10,1476.0
AGARTALA - CHENNAI,2024,6,1432.0
AGARTALA - CHENNAI,2024,7,637.0
AGARTALA - CHENNAI,2024,8,1097.0
AGARTALA - CHENNAI,2024,9,696.0
AGARTALA - CHENNAI,2024,10,745.0
AGARTALA - CHENNAI,2024,11,1909.0
AGARTALA - CHENNAI,2024,12,1540.0
AGARTALA - CHENNAI,2025,3,1608.0
AGARTALA - CHENNAI,2025,4,912.0
AGARTALA - CHENNAI,2025,5,1774.0
AGARTALA - CHENNAI,2025,6,1955.0
AGARTALA - CHENNAI,2025,7,551.0
AGARTALA - CHENNAI,2025,8,1346.0
AGARTALA - CHENNAI,2025,9,1247.0
AGARTALA - CHENNAI,2025,10,1812.0
AGARTALA - CHENNAI,2025,11,1156.0
AGARTALA - CHENNAI,2025,12,674.0
AGARTALA - CHENNAI,2026,1,647.0
AGARTALA - CHENNAI,2026,2,989.0
AGARTALA - CHENNAI,2026,3,1291.0
AGARTALA - COIMBATORE,2016,3,7.0
AGARTALA - COIMBATORE,2016,4,74.0
AGARTALA - COIMBATORE,2016,5,104.0
AGARTALA - COIMBATORE,2016,6,143.0
AGARTALA - COIMBATORE,2016,7,111.0
AGARTALA - COIMBATORE,2016,8,136.0
AGARTALA - COIMBATORE,2016,9,170.0
AGARTALA - COIMBATORE,2016,10,78.0
AGARTALA - COIMBATORE,2016,11,167.0
AGARTALA - COIMBATORE,2016,12,153.0
AGARTALA - COIMBATORE,2017,1,90.0
AGARTALA - COIMBATORE,2017,2,117.0
AGARTALA - COIMBATORE,2017,3,129.0
AGARTALA - COIMBATORE,2017,4,123.0
AGARTALA - COIMBATORE,2017,5,106.0
AGARTALA - COIMBATORE,2017,6,164.0
AGARTALA - COIMBATORE,2017,7,165.0
AGARTALA - COIMBATORE,2017,8,124.0
AGARTALA - COIMBATORE,2017,9,189.0
AGARTALA - COIMBATORE,2017,10,214.0
AGARTALA - COIMBATORE,2017,11,204.0
AGARTALA - COIMBATORE,2017,12,163.0
AGARTALA - COIMBATORE,2018,1,118.0
AGARTALA - COIMBATORE,2018,2,103.0
AGARTALA - COIMBATORE,2018,3,82.0
AGARTALA - COIMBATORE,2018,4,85.0
AGARTALA - COIMBATORE,2018,5,42.0
AGARTALA - COIMBATORE,2018,6,36.0
AGARTALA - COIMBATORE,2018,7,40.0
AGARTALA - COIMBATORE,2018,8,51.0
AGARTALA - COIMBATORE,2018,9,37.0
AGARTALA - COIMBATORE,2018,10,31.0
AGARTALA - COIMBATORE,2018,11,42.0
AGARTALA - COIMBATORE,2018,12,22.0
AGARTALA - COIMBATORE,2019,1,45.0
AGARTALA - COIMBATORE,2019,2,27.0
AGARTALA - COIMBATORE,2019,3,9.0
AGARTALA - COIMBATORE,2019,4,12.0
AGARTALA - COIMBATORE,2019,5,10.0
AGARTALA - COIMBATORE,2019,6,17.0
AGARTALA - COIMBATORE,2019,7,18.0
AGARTALA - COIMBATORE,2019,8,13.0
AGARTALA - COIMBATORE,2019,9,56.0
AGARTALA - COIMBATORE,2019,10,18.0
AGARTALA - COIMBATORE,2019,11,3.0
AGARTALA - COIMBATORE,2019,12,2.0
AGARTALA - COIMBATORE,2020,1,5.0
AGARTALA - COIMBATORE,2020,2,16.0
AGARTALA - COIMBATORE,2020,3,16.0
AGARTALA - DABOLIM,2021,4,6.0
AGARTALA - DELHI,2015,4,2752.0
AGARTALA - DELHI,2015,5,3017.0
AGARTALA - DELHI,2015,6,3265.0
AGARTALA - DELHI,2015,7,3127.0
AGARTALA - DELHI,2015,8,3164.0
AGARTALA - DELHI,2015,9,3308.0
AGARTALA - DELHI,2015,10,4986.0
AGARTALA - DELHI,2015,11,6500.0
AGARTALA - DELHI,2015,12,6114.0
AGARTALA - DELHI,2016,1,5550.0
AGARTALA - DELHI,2016,2,5040.0
AGARTALA - DELHI,2016,3,5534.0
AGARTALA - DELHI,2016,4,6203.0
AGARTALA - DELHI,2016,5,7174.0
AGARTALA - DELHI,2016,6,6128.0
AGARTALA - DELHI,2016,7,3878.0
AGARTALA - DELHI,2016,8,4351.0
AGARTALA - DELHI,2016,9,3169.0
AGARTALA - DELHI,2016,10,4929.0
AGARTALA - DELHI,2016,11,5083.0
AGARTALA - DELHI,2016,12,6246.0
AGARTALA - DELHI,2017,1,5265.0
AGARTALA - DELHI,2017,2,4390.0
AGARTALA - DELHI,2017,3,4187.0
AGARTALA - DELHI,2017,4,3573.0
AGARTALA - DELHI,2017,5,3339.0
AGARTALA - DELHI,2017,6,3747.0
AGARTALA - DELHI,2017,7,3967.0
AGARTALA - DELHI,2017,8,4733.0
AGARTALA - DELHI,2017,9,3310.0
AGARTALA - DELHI,2017,10,3082.0
AGARTALA - DELHI,2017,11,4302.0
AGARTALA - DELHI,2017,12,5134.0
AGARTALA - DELHI,2018,1,3765.0
AGARTALA - DELHI,2018,2,3229.0
AGARTALA - DELHI,2018,3,3285.0
AGARTALA - DELHI,2018,4,3720.0
AGARTALA - DELHI,2018,5,4542.0
AGARTALA - DELHI,2018,6,4437.0
AGARTALA - DELHI,2018,7,4702.0
AGARTALA - DELHI,2018,8,5893.0
AGARTALA - DELHI,2018,9,4423.0
AGARTALA - DELHI,2018,10,3960.0
AGARTALA - DELHI,2018,11,3216.0
AGARTALA - DELHI,2018,12,3844.0
AGARTALA - DELHI,2019,1,3584.0
AGARTALA - DELHI,2019,2,2994.0
AGARTALA - DELHI,2019,3,3965.0
AGARTALA - DELHI,2019,4,5491.0
AGARTALA - DELHI,2019,5,5952.0
AGARTALA - DELHI,2019,6,5321.0
AGARTALA - DELHI,2019,7,3235.0
AGARTALA - DELHI,2019,8,8492.0
AGARTALA - DELHI,2019,9,11110.0
AGARTALA - DELHI,2019,10,13111.0
AGARTALA - DELHI,2019,11,10879.0
AGARTALA - DELHI,2019,12,13002.0
AGARTALA - DELHI,2020,1,11290.0
AGARTALA - DELHI,2020,2,11611.0
AGARTALA - DELHI,2020,3,9678.0
AGARTALA - DELHI,2020,6,411.0
AGARTALA - DELHI,2020,7,6602.0
AGARTALA - DELHI,2020,8,7199.0
AGARTALA - DELHI,2020,9,7075.0
AGARTALA - DELHI,2020,10,6521.0
AGARTALA - DELHI,2020,11,9149.0
AGARTALA - DELHI,2020,12,8839.0
AGARTALA - DELHI,2021,1,9374.0
AGARTALA - DELHI,2021,2,12555.0
AGARTALA - DELHI,2021,3,14789.0
AGARTALA - DELHI,2021,4,13595.0
AGARTALA - DELHI,2021,6,5177.0
AGARTALA - DELHI,2021,7,7151.0
AGARTALA - DELHI,2021,8,7628.0
AGARTALA - DELHI,2021,9,8339.0
AGARTALA - DELHI,2021,10,13458.0
AGARTALA - DELHI,2021,11,12911.0
AGARTALA - DELHI,2021,12,14321.0
AGARTALA - DELHI,2022,1,9481.0
AGARTALA - DELHI,2022,2,9622.0
AGARTALA - DELHI,2022,3,13514.0
AGARTALA - DELHI,2022,4,9294.0
AGARTALA - DELHI,2022,5,9981.0
AGARTALA - DELHI,2022,6,11096.0
AGARTALA - DELHI,2022,7,10207.0
AGARTALA - DELHI,2022,8,9061.0
AGARTALA - DELHI,2022,9,8966.0
AGARTALA - DELHI,2022,10,10450.0
AGARTALA - DELHI,2022,11,10610.0
AGARTALA - DELHI,2022,12,10848.0
AGARTALA - DELHI,2023,1,10185.0
AGARTALA - DELHI,2023,2,8277.0
AGARTALA - DELHI,2023,3,10507.0
AGARTALA - DELHI,2023,4,11131.0
AGARTALA - DELHI,2023,5,10472.0
AGARTALA - DELHI,2023,6,9978.0
AGARTALA - DELHI,2023,7,10223.0
AGARTALA - DELHI,2023,8,10169.0
AGARTALA - DELHI,2023,9,8641.0
AGARTALA - DELHI,2023,10,10529.0
AGARTALA - DELHI,2023,11,12284.0
AGARTALA - DELHI,2023,12,12574.0
AGARTALA - DELHI,2024,1,12567.0
AGARTALA - DELHI,2024,2,11538.0
AGARTALA - DELHI,2024,3,11987.0
AGARTALA - DELHI,2024,4,9672.0
AGARTALA - DELHI,2024,6,9683.0
AGARTALA - DELHI,2024,7,10045.0
AGARTALA - DELHI,2024,8,9099.0
AGARTALA - DELHI,2024,9,7561.0
AGARTALA - DELHI,2024,10,9955.0
AGARTALA - DELHI,2024,11,10198.0
AGARTALA - DELHI,2024,12,10309.0
AGARTALA - DELHI,2025,1,10036.0
AGARTALA - DELHI,2025,2,11448.0
AGARTALA - DELHI,2025,3,13037.0
AGARTALA - DELHI,2025,4,15251.0
AGARTALA - DELHI,2025,5,14067.0
AGARTALA - DELHI,2025,6,12856.0
AGARTALA - DELHI,2025,7,10936.0
AGARTALA - DELHI,2025,8,10958.0
AGARTALA - DELHI,2025,9,10921.0
AGARTALA - DELHI,2025,10,15347.0
AGARTALA - DELHI,2025,11,13459.0
AGARTALA - DELHI,2025,12,13442.0
AGARTALA - DELHI,2026,1,13494.0
AGARTALA - DELHI,2026,2,12537.0
AGARTALA - DELHI,2026,3,13645.0
AGARTALA - DELHI,2026,4,12556.0
AGARTALA - DIBRUGARH,2021,6,120.0
