RoutePair,Year,Month,TotalPax
AGARTALA - DIBRUGARH,2021,7,669.0
AGARTALA - DIBRUGARH,2021,8,1080.0
AGARTALA - DIBRUGARH,2021,9,941.0
AGARTALA - DIBRUGARH,2021,10,1707.0
AGARTALA - DIBRUGARH,2021,11,1295.0
AGARTALA - DIBRUGARH,2021,12,1649.0
AGARTALA - DIBRUGARH,2022,1,1030.0
AGARTALA - DIBRUGARH,2022,2,1606.0
AGARTALA - DIBRUGARH,2022,3,1387.0
AGARTALA - DIBRUGARH,2022,4,1711.0
AGARTALA - DIBRUGARH,2022,5,2918.0
AGARTALA - DIBRUGARH,2022,6,2381.0
AGARTALA - DIBRUGARH,2022,7,2607.0
AGARTALA - DIBRUGARH,2022,8,2256.0
AGARTALA - DIBRUGARH,2022,9,2105.0
AGARTALA - DIBRUGARH,2022,10,3003.0
AGARTALA - DIBRUGARH,2022,11,2794.0
AGARTALA - DIBRUGARH,2022,12,2869.0
AGARTALA - DIBRUGARH,2023,1,2364.0
AGARTALA - DIBRUGARH,2023,2,1762.0
AGARTALA - DIBRUGARH,2023,3,1728.0
AGARTALA - DIBRUGARH,2023,4,2081.0
AGARTALA - DIBRUGARH,2023,5,1738.0
AGARTALA - DIBRUGARH,2023,6,1938.0
AGARTALA - DIBRUGARH,2023,7,2124.0
AGARTALA - DIBRUGARH,2023,8,1716.0
AGARTALA - DIBRUGARH,2023,9,861.0
AGARTALA - DIBRUGARH,2023,10,451.0
AGARTALA - DIBRUGARH,2024,1,65.0
AGARTALA - DIBRUGARH,2024,10,89.0
AGARTALA - DIBRUGARH,2024,11,1041.0
AGARTALA - DIBRUGARH,2024,12,867.0
AGARTALA - DIBRUGARH,2025,1,931.0
AGARTALA - DIBRUGARH,2025,2,871.0
AGARTALA - DIBRUGARH,2025,3,1177.0
AGARTALA - DIBRUGARH,2025,4,2333.0
AGARTALA - DIBRUGARH,2025,5,1697.0
AGARTALA - DIBRUGARH,2025,6,1088.0
AGARTALA - DIBRUGARH,2025,7,1289.0
AGARTALA - DIBRUGARH,2025,8,777.0
AGARTALA - DIBRUGARH,2025,9,936.0
AGARTALA - DIBRUGARH,2025,10,1588.0
AGARTALA - DIBRUGARH,2025,11,1435.0
AGARTALA - DIBRUGARH,2025,12,1570.0
AGARTALA - DIBRUGARH,2026,1,1635.0
AGARTALA - DIBRUGARH,2026,2,1213.0
AGARTALA - DIBRUGARH,2026,3,1637.0
AGARTALA - DIBRUGARH,2026,4,1090.0
AGARTALA - DIMAPUR,2023,9,169.0
AGARTALA - GUWAHATI,2015,4,14304.0
AGARTALA - GUWAHATI,2015,5,15873.0
AGARTALA - GUWAHATI,2015,6,15290.0
AGARTALA - GUWAHATI,2015,7,16519.0
AGARTALA - GUWAHATI,2015,8,15349.0
AGARTALA - GUWAHATI,2015,9,14869.0
AGARTALA - GUWAHATI,2015,10,14569.0
AGARTALA - GUWAHATI,2015,11,13738.0
AGARTALA - GUWAHATI,2015,12,15228.0
AGARTALA - GUWAHATI,2016,1,14302.0
AGARTALA - GUWAHATI,2016,2,14022.0
AGARTALA - GUWAHATI,2016,3,13867.0
AGARTALA - GUWAHATI,2016,4,14204.0
AGARTALA - GUWAHATI,2016,5,15880.0
AGARTALA - GUWAHATI,2016,6,15908.0
AGARTALA - GUWAHATI,2016,7,17504.0
AGARTALA - GUWAHATI,2016,8,14382.0
AGARTALA - GUWAHATI,2016,9,15102.0
AGARTALA - GUWAHATI,2016,10,15008.0
AGARTALA - GUWAHATI,2016,11,16723.0
AGARTALA - GUWAHATI,2016,12,18620.0
AGARTALA - GUWAHATI,2017,1,18158.0
AGARTALA - GUWAHATI,2017,2,16478.0
AGARTALA - GUWAHATI,2017,3,18589.0
AGARTALA - GUWAHATI,2017,4,17960.0
AGARTALA - GUWAHATI,2017,5,19184.0
AGARTALA - GUWAHATI,2017,6,18374.0
AGARTALA - GUWAHATI,2017,7,18633.0
AGARTALA - GUWAHATI,2017,8,18036.0
AGARTALA - GUWAHATI,2017,9,18130.0
AGARTALA - GUWAHATI,2017,10,18760.0
AGARTALA - GUWAHATI,2017,11,18865.0
AGARTALA - GUWAHATI,2017,12,19129.0
AGARTALA - GUWAHATI,2018,1,19855.0
AGARTALA - GUWAHATI,2018,2,17229.0
AGARTALA - GUWAHATI,2018,3,19063.0
AGARTALA - GUWAHATI,2018,4,19630.0
AGARTALA - GUWAHATI,2018,5,18203.0
AGARTALA - GUWAHATI,2018,6,19051.0
AGARTALA - GUWAHATI,2018,7,17934.0
AGARTALA - GUWAHATI,2018,8,16514.0
AGARTALA - GUWAHATI,2018,9,13557.0
AGARTALA - GUWAHATI,2018,10,12012.0
AGARTALA - GUWAHATI,2018,11,13899.0
AGARTALA - GUWAHATI,2018,12,19703.0
AGARTALA - GUWAHATI,2019,1,17118.0
AGARTALA - GUWAHATI,2019,2,14033.0
AGARTALA - GUWAHATI,2019,3,15446.0
AGARTALA - GUWAHATI,2019,4,14998.0
AGARTALA - GUWAHATI,2019,5,20199.0
AGARTALA - GUWAHATI,2019,6,21542.0
AGARTALA - GUWAHATI,2019,7,21568.0
AGARTALA - GUWAHATI,2019,8,20091.0
AGARTALA - GUWAHATI,2019,9,19120.0
AGARTALA - GUWAHATI,2019,10,20595.0
AGARTALA - GUWAHATI,2019,11,22997.0
AGARTALA - GUWAHATI,2019,12,17723.0
AGARTALA - GUWAHATI,2020,1,21134.0
AGARTALA - GUWAHATI,2020,2,19612.0
AGARTALA - GUWAHATI,2020,3,12787.0
AGARTALA - GUWAHATI,2020,5,0.0
AGARTALA - GUWAHATI,2020,6,1131.0
AGARTALA - GUWAHATI,2020,7,1833.0
AGARTALA - GUWAHATI,2020,8,2057.0
AGARTALA - GUWAHATI,2020,9,2308.0
AGARTALA - GUWAHATI,2020,10,4245.0
AGARTALA - GUWAHATI,2020,11,7585.0
AGARTALA - GUWAHATI,2020,12,8941.0
AGARTALA - GUWAHATI,2021,1,9081.0
AGARTALA - GUWAHATI,2021,2,8466.0
AGARTALA - GUWAHATI,2021,3,8549.0
AGARTALA - GUWAHATI,2021,4,9282.0
AGARTALA - GUWAHATI,2021,6,2703.0
AGARTALA - GUWAHATI,2021,7,3694.0
AGARTALA - GUWAHATI,2021,8,6646.0
AGARTALA - GUWAHATI,2021,9,8482.0
AGARTALA - GUWAHATI,2021,10,10243.0
AGARTALA - GUWAHATI,2021,11,9029.0
AGARTALA - GUWAHATI,2021,12,9888.0
AGARTALA - GUWAHATI,2022,1,6978.0
AGARTALA - GUWAHATI,2022,2,8182.0
AGARTALA - GUWAHATI,2022,3,9718.0
AGARTALA - GUWAHATI,2022,4,10233.0
AGARTALA - GUWAHATI,2022,5,14412.0
AGARTALA - GUWAHATI,2022,6,12860.0
AGARTALA - GUWAHATI,2022,7,13217.0
AGARTALA - GUWAHATI,2022,8,10713.0
AGARTALA - GUWAHATI,2022,9,11124.0
AGARTALA - GUWAHATI,2022,10,14569.0
AGARTALA - GUWAHATI,2022,11,21255.0
AGARTALA - GUWAHATI,2022,12,17703.0
AGARTALA - GUWAHATI,2023,1,16905.0
AGARTALA - GUWAHATI,2023,2,14110.0
AGARTALA - GUWAHATI,2023,3,18561.0
AGARTALA - GUWAHATI,2023,4,20438.0
AGARTALA - GUWAHATI,2023,5,19383.0
AGARTALA - GUWAHATI,2023,6,18934.0
AGARTALA - GUWAHATI,2023,7,17443.0
AGARTALA - GUWAHATI,2023,8,16528.0
AGARTALA - GUWAHATI,2023,9,15421.0
AGARTALA - GUWAHATI,2023,10,18217.0
AGARTALA - GUWAHATI,2023,11,18030.0
AGARTALA - GUWAHATI,2023,12,19966.0
AGARTALA - GUWAHATI,2024,1,20614.0
AGARTALA - GUWAHATI,2024,2,17713.0
AGARTALA - GUWAHATI,2024,3,19613.0
AGARTALA - GUWAHATI,2024,4,19850.0
AGARTALA - GUWAHATI,2024,6,19961.0
AGARTALA - GUWAHATI,2024,7,20559.0
AGARTALA - GUWAHATI,2024,8,18608.0
AGARTALA - GUWAHATI,2024,9,24473.0
AGARTALA - GUWAHATI,2024,10,25841.0
AGARTALA - GUWAHATI,2024,11,28109.0
AGARTALA - GUWAHATI,2024,12,31837.0
AGARTALA - GUWAHATI,2025,1,29998.0
AGARTALA - GUWAHATI,2025,2,28000.0
AGARTALA - GUWAHATI,2025,3,27850.0
AGARTALA - GUWAHATI,2025,4,28173.0
AGARTALA - GUWAHATI,2025,5,29707.0
AGARTALA - GUWAHATI,2025,6,28797.0
AGARTALA - GUWAHATI,2025,7,30810.0
AGARTALA - GUWAHATI,2025,8,26630.0
AGARTALA - GUWAHATI,2025,9,25587.0
AGARTALA - GUWAHATI,2025,10,27671.0
AGARTALA - GUWAHATI,2025,11,20602.0
AGARTALA - GUWAHATI,2025,12,18703.0
AGARTALA - GUWAHATI,2026,1,20627.0
AGARTALA - GUWAHATI,2026,2,12459.0
AGARTALA - GUWAHATI,2026,3,14470.0
AGARTALA - GUWAHATI,2026,4,23546.0
AGARTALA - HYDERABAD,2015,4,438.0
AGARTALA - HYDERABAD,2015,5,378.0
AGARTALA - HYDERABAD,2015,6,570.0
AGARTALA - HYDERABAD,2015,7,445.0
AGARTALA - HYDERABAD,2015,8,522.0
AGARTALA - HYDERABAD,2015,9,522.0
AGARTALA - HYDERABAD,2015,10,439.0
AGARTALA - HYDERABAD,2015,11,345.0
AGARTALA - HYDERABAD,2015,12,198.0
AGARTALA - HYDERABAD,2016,1,230.0
AGARTALA - HYDERABAD,2016,2,191.0
AGARTALA - HYDERABAD,2016,3,299.0
AGARTALA - HYDERABAD,2016,4,401.0
AGARTALA - HYDERABAD,2016,5,336.0
AGARTALA - HYDERABAD,2016,6,376.0
AGARTALA - HYDERABAD,2016,7,345.0
AGARTALA - HYDERABAD,2016,8,297.0
AGARTALA - HYDERABAD,2016,9,150.0
AGARTALA - HYDERABAD,2016,10,274.0
AGARTALA - HYDERABAD,2016,11,207.0
AGARTALA - HYDERABAD,2016,12,289.0
AGARTALA - HYDERABAD,2017,1,163.0
AGARTALA - HYDERABAD,2017,2,132.0
AGARTALA - HYDERABAD,2017,3,163.0
AGARTALA - HYDERABAD,2017,4,104.0
AGARTALA - HYDERABAD,2017,5,257.0
AGARTALA - HYDERABAD,2017,6,312.0
AGARTALA - HYDERABAD,2017,7,122.0
AGARTALA - HYDERABAD,2017,8,293.0
AGARTALA - HYDERABAD,2017,9,230.0
AGARTALA - HYDERABAD,2017,10,127.0
AGARTALA - HYDERABAD,2017,11,151.0
AGARTALA - HYDERABAD,2017,12,496.0
AGARTALA - HYDERABAD,2018,1,241.0
AGARTALA - HYDERABAD,2018,2,146.0
AGARTALA - HYDERABAD,2018,3,226.0
AGARTALA - HYDERABAD,2018,4,203.0
AGARTALA - HYDERABAD,2018,5,265.0
AGARTALA - HYDERABAD,2018,6,385.0
AGARTALA - HYDERABAD,2018,7,240.0
AGARTALA - HYDERABAD,2018,8,462.0
AGARTALA - HYDERABAD,2018,9,630.0
AGARTALA - HYDERABAD,2018,10,1397.0
AGARTALA - HYDERABAD,2018,11,1703.0
AGARTALA - HYDERABAD,2018,12,2187.0
AGARTALA - HYDERABAD,2019,1,2243.0
AGARTALA - HYDERABAD,2019,2,1277.0
AGARTALA - HYDERABAD,2019,3,1226.0
AGARTALA - HYDERABAD,2019,4,818.0
AGARTALA - HYDERABAD,2019,5,980.0
AGARTALA - HYDERABAD,2019,6,957.0
AGARTALA - HYDERABAD,2021,3,39.0
AGARTALA - HYDERABAD,2021,4,581.0
AGARTALA - HYDERABAD,2021,6,194.0
AGARTALA - HYDERABAD,2021,7,216.0
AGARTALA - HYDERABAD,2021,8,258.0
AGARTALA - HYDERABAD,2021,9,217.0
AGARTALA - HYDERABAD,2021,10,755.0
AGARTALA - HYDERABAD,2024,9,1393.0
AGARTALA - HYDERABAD,2024,10,5340.0
AGARTALA - HYDERABAD,2024,11,5427.0
AGARTALA - HYDERABAD,2024,12,5998.0
AGARTALA - HYDERABAD,2025,1,5860.0
AGARTALA - HYDERABAD,2025,2,5183.0
AGARTALA - HYDERABAD,2025,3,5701.0
AGARTALA - HYDERABAD,2025,4,5773.0
AGARTALA - HYDERABAD,2025,5,5900.0
AGARTALA - HYDERABAD,2025,6,5905.0
AGARTALA - HYDERABAD,2025,7,5510.0
AGARTALA - HYDERABAD,2025,8,5683.0
AGARTALA - HYDERABAD,2025,9,5601.0
AGARTALA - HYDERABAD,2025,10,6963.0
AGARTALA - HYDERABAD,2025,11,5914.0
AGARTALA - HYDERABAD,2025,12,6555.0
AGARTALA - HYDERABAD,2026,1,6655.0
AGARTALA - HYDERABAD,2026,2,5972.0
AGARTALA - HYDERABAD,2026,3,6125.0
AGARTALA - HYDERABAD,2026,4,6355.0
AGARTALA - IMPHAL,2015,4,1900.0
AGARTALA - IMPHAL,2015,5,2286.0
AGARTALA - IMPHAL,2015,6,2152.0
AGARTALA - IMPHAL,2015,7,1966.0
AGARTALA - IMPHAL,2015,8,1661.0
AGARTALA - IMPHAL,2015,9,1497.0
AGARTALA - IMPHAL,2015,10,1936.0
AGARTALA - IMPHAL,2015,11,2106.0
AGARTALA - IMPHAL,2015,12,2149.0
AGARTALA - IMPHAL,2016,1,1838.0
AGARTALA - IMPHAL,2016,2,1990.0
AGARTALA - IMPHAL,2016,3,1884.0
AGARTALA - IMPHAL,2016,4,1813.0
AGARTALA - IMPHAL,2016,5,1802.0
AGARTALA - IMPHAL,2016,6,1893.0
AGARTALA - IMPHAL,2016,7,1918.0
AGARTALA - IMPHAL,2016,8,1538.0
AGARTALA - IMPHAL,2016,9,1726.0
AGARTALA - IMPHAL,2016,10,2225.0
AGARTALA - IMPHAL,2016,11,2365.0
AGARTALA - IMPHAL,2016,12,2637.0
AGARTALA - IMPHAL,2017,1,2675.0
AGARTALA - IMPHAL,2017,2,2246.0
AGARTALA - IMPHAL,2017,3,2336.0
AGARTALA - IMPHAL,2017,4,2208.0
AGARTALA - IMPHAL,2017,5,2361.0
AGARTALA - IMPHAL,2017,6,2252.0
AGARTALA - IMPHAL,2017,7,2331.0
AGARTALA - IMPHAL,2017,8,1916.0
AGARTALA - IMPHAL,2017,9,2070.0
AGARTALA - IMPHAL,2017,10,2385.0
AGARTALA - IMPHAL,2017,11,2110.0
AGARTALA - IMPHAL,2017,12,2298.0
AGARTALA - IMPHAL,2018,1,2492.0
AGARTALA - IMPHAL,2018,2,2207.0
AGARTALA - IMPHAL,2018,3,2438.0
AGARTALA - IMPHAL,2018,4,2287.0
AGARTALA - IMPHAL,2018,5,2137.0
AGARTALA - IMPHAL,2018,6,2528.0
AGARTALA - IMPHAL,2018,7,2042.0
AGARTALA - IMPHAL,2018,8,1678.0
AGARTALA - IMPHAL,2018,9,1889.0
AGARTALA - IMPHAL,2018,10,2431.0
AGARTALA - IMPHAL,2018,11,2371.0
AGARTALA - IMPHAL,2018,12,2349.0
AGARTALA - IMPHAL,2019,1,2373.0
AGARTALA - IMPHAL,2019,2,1951.0
AGARTALA - IMPHAL,2019,3,1888.0
AGARTALA - IMPHAL,2019,4,2178.0
AGARTALA - IMPHAL,2019,5,2160.0
AGARTALA - IMPHAL,2019,6,2402.0
AGARTALA - IMPHAL,2019,7,2461.0
AGARTALA - IMPHAL,2019,8,2583.0
AGARTALA - IMPHAL,2019,9,1694.0
AGARTALA - IMPHAL,2019,10,3215.0
AGARTALA - IMPHAL,2019,11,5030.0
AGARTALA - IMPHAL,2019,12,5848.0
AGARTALA - IMPHAL,2020,1,7407.0
AGARTALA - IMPHAL,2020,2,6178.0
AGARTALA - IMPHAL,2020,3,4701.0
AGARTALA - IMPHAL,2020,9,391.0
AGARTALA - IMPHAL,2020,10,2754.0
AGARTALA - IMPHAL,2020,11,3105.0
AGARTALA - IMPHAL,2020,12,2848.0
AGARTALA - IMPHAL,2021,1,3465.0
AGARTALA - IMPHAL,2021,2,3458.0
AGARTALA - IMPHAL,2021,3,3427.0
AGARTALA - IMPHAL,2021,4,2847.0
AGARTALA - IMPHAL,2021,6,16.0
AGARTALA - IMPHAL,2021,8,343.0
AGARTALA - IMPHAL,2021,9,1538.0
AGARTALA - IMPHAL,2021,10,2050.0
AGARTALA - IMPHAL,2021,11,2810.0
AGARTALA - IMPHAL,2021,12,2851.0
AGARTALA - IMPHAL,2022,1,1603.0
AGARTALA - IMPHAL,2022,2,1208.0
AGARTALA - IMPHAL,2022,3,1667.0
AGARTALA - IMPHAL,2022,4,2785.0
AGARTALA - IMPHAL,2022,5,3272.0
AGARTALA - IMPHAL,2022,6,3187.0
AGARTALA - IMPHAL,2022,7,3143.0
AGARTALA - IMPHAL,2022,8,2677.0
AGARTALA - IMPHAL,2022,9,2500.0
AGARTALA - IMPHAL,2022,10,3640.0
AGARTALA - IMPHAL,2022,11,3061.0
AGARTALA - IMPHAL,2022,12,2864.0
AGARTALA - IMPHAL,2023,1,2766.0
AGARTALA - IMPHAL,2023,2,1737.0
AGARTALA - IMPHAL,2023,3,2554.0
AGARTALA - IMPHAL,2023,4,3565.0
AGARTALA - IMPHAL,2023,5,4238.0
AGARTALA - IMPHAL,2023,6,3649.0
AGARTALA - IMPHAL,2023,7,2579.0
AGARTALA - IMPHAL,2023,8,3461.0
AGARTALA - IMPHAL,2023,9,2747.0
AGARTALA - IMPHAL,2023,10,4282.0
AGARTALA - IMPHAL,2023,11,3599.0
AGARTALA - IMPHAL,2023,12,4554.0
AGARTALA - IMPHAL,2024,1,4249.0
AGARTALA - IMPHAL,2024,2,3039.0
AGARTALA - IMPHAL,2024,3,3921.0
AGARTALA - IMPHAL,2024,4,2670.0
AGARTALA - IMPHAL,2024,6,3764.0
AGARTALA - IMPHAL,2024,7,3137.0
AGARTALA - IMPHAL,2024,8,3020.0
AGARTALA - IMPHAL,2024,9,2916.0
AGARTALA - IMPHAL,2024,10,4167.0
AGARTALA - IMPHAL,2024,11,2909.0
AGARTALA - IMPHAL,2024,12,4024.0
AGARTALA - IMPHAL,2025,1,4002.0
AGARTALA - IMPHAL,2025,2,3010.0
AGARTALA - IMPHAL,2025,3,3423.0
AGARTALA - IMPHAL,2025,4,3786.0
AGARTALA - IMPHAL,2025,5,3367.0
AGARTALA - IMPHAL,2025,6,3241.0
AGARTALA - IMPHAL,2025,7,3257.0
AGARTALA - IMPHAL,2025,8,3924.0
AGARTALA - IMPHAL,2025,9,3705.0
AGARTALA - IMPHAL,2025,10,3852.0
AGARTALA - IMPHAL,2025,11,3122.0
AGARTALA - IMPHAL,2025,12,3164.0
AGARTALA - IMPHAL,2026,1,3386.0
AGARTALA - IMPHAL,2026,2,2737.0
AGARTALA - IMPHAL,2026,3,3440.0
AGARTALA - IMPHAL,2026,4,2240.0
AGARTALA - JAIPUR,2019,3,110.0
AGARTALA - JAIPUR,2025,4,47.0
AGARTALA - JAIPUR,2025,5,31.0
AGARTALA - JAIPUR,2025,6,58.0
AGARTALA - JAIPUR,2025,7,76.0
AGARTALA - JAIPUR,2025,8,56.0
AGARTALA - JAIPUR,2025,9,39.0
AGARTALA - JAIPUR,2025,10,23.0
AGARTALA - JAIPUR ,2026,3,28.0
AGARTALA - JAIPUR ,2026,4,209.0
AGARTALA - JORHAT,2022,8,2.0
AGARTALA - KOCHI,2017,12,3.0
AGARTALA - KOCHI,2018,1,20.0
AGARTALA - KOCHI,2018,2,5.0
AGARTALA - KOCHI,2018,3,24.0
AGARTALA - KOCHI,2018,5,17.0
AGARTALA - KOCHI,2018,6,77.0
AGARTALA - KOCHI,2018,7,33.0
AGARTALA - KOCHI,2018,8,56.0
AGARTALA - KOCHI,2018,9,81.0
AGARTALA - KOCHI,2018,10,102.0
AGARTALA - KOCHI,2018,11,151.0
AGARTALA - KOCHI,2018,12,50.0
AGARTALA - KOCHI,2019,1,37.0
AGARTALA - KOCHI,2019,2,15.0
AGARTALA - KOCHI,2020,3,6.0
AGARTALA - KOCHI,2023,11,74.0
AGARTALA - KOCHI,2023,12,114.0
AGARTALA - KOLKATA,2015,4,45558.0
AGARTALA - KOLKATA,2015,5,50222.0
AGARTALA - KOLKATA,2015,6,45910.0
AGARTALA - KOLKATA,2015,7,46533.0
AGARTALA - KOLKATA,2015,8,47313.0
AGARTALA - KOLKATA,2015,9,44007.0
AGARTALA - KOLKATA,2015,10,50718.0
AGARTALA - KOLKATA,2015,11,53652.0
AGARTALA - KOLKATA,2015,12,60008.0
AGARTALA - KOLKATA,2016,1,55760.0
AGARTALA - KOLKATA,2016,2,51480.0
AGARTALA - KOLKATA,2016,3,57325.0
AGARTALA - KOLKATA,2016,4,55554.0
AGARTALA - KOLKATA,2016,5,62462.0
AGARTALA - KOLKATA,2016,6,58704.0
AGARTALA - KOLKATA,2016,7,64697.0
AGARTALA - KOLKATA,2016,8,66548.0
AGARTALA - KOLKATA,2016,9,70338.0
AGARTALA - KOLKATA,2016,10,71457.0
AGARTALA - KOLKATA,2016,11,69216.0
AGARTALA - KOLKATA,2016,12,81443.0
AGARTALA - KOLKATA,2017,1,78128.0
AGARTALA - KOLKATA,2017,2,63088.0
AGARTALA - KOLKATA,2017,3,66837.0
AGARTALA - KOLKATA,2017,4,70483.0
AGARTALA - KOLKATA,2017,5,86701.0
AGARTALA - KOLKATA,2017,6,74049.0
AGARTALA - KOLKATA,2017,7,75289.0
AGARTALA - KOLKATA,2017,8,80320.0
AGARTALA - KOLKATA,2017,9,83102.0
AGARTALA - KOLKATA,2017,10,84367.0
AGARTALA - KOLKATA,2017,11,79990.0
AGARTALA - KOLKATA,2017,12,91520.0
AGARTALA - KOLKATA,2018,1,94602.0
AGARTALA - KOLKATA,2018,2,79591.0
AGARTALA - KOLKATA,2018,3,92514.0
AGARTALA - KOLKATA,2018,4,94496.0
AGARTALA - KOLKATA,2018,5,94353.0
AGARTALA - KOLKATA,2018,6,87072.0
AGARTALA - KOLKATA,2018,7,94908.0
AGARTALA - KOLKATA,2018,8,89232.0
AGARTALA - KOLKATA,2018,9,71630.0
AGARTALA - KOLKATA,2018,10,72847.0
AGARTALA - KOLKATA,2018,11,66847.0
AGARTALA - KOLKATA,2018,12,65338.0
AGARTALA - KOLKATA,2019,1,68933.0
AGARTALA - KOLKATA,2019,2,64911.0
AGARTALA - KOLKATA,2019,3,71730.0
AGARTALA - KOLKATA,2019,4,65469.0
AGARTALA - KOLKATA,2019,5,70352.0
AGARTALA - KOLKATA,2019,6,75365.0
AGARTALA - KOLKATA,2019,7,78064.0
AGARTALA - KOLKATA,2019,8,74578.0
AGARTALA - KOLKATA,2019,9,70453.0
AGARTALA - KOLKATA,2019,10,73402.0
AGARTALA - KOLKATA,2019,11,92566.0
AGARTALA - KOLKATA,2019,12,89914.0
AGARTALA - KOLKATA,2020,1,85974.0
AGARTALA - KOLKATA,2020,2,76171.0
AGARTALA - KOLKATA,2020,3,60137.0
AGARTALA - KOLKATA,2020,5,980.0
AGARTALA - KOLKATA,2020,6,22091.0
AGARTALA - KOLKATA,2020,7,11713.0
AGARTALA - KOLKATA,2020,8,12125.0
AGARTALA - KOLKATA,2020,9,18407.0
AGARTALA - KOLKATA,2020,10,32023.0
AGARTALA - KOLKATA,2020,11,40881.0
AGARTALA - KOLKATA,2020,12,49048.0
AGARTALA - KOLKATA,2021,1,54184.0
AGARTALA - KOLKATA,2021,2,52486.0
AGARTALA - KOLKATA,2021,3,55719.0
AGARTALA - KOLKATA,2021,4,37644.0
AGARTALA - KOLKATA,2021,6,16519.0
AGARTALA - KOLKATA,2021,7,28965.0
AGARTALA - KOLKATA,2021,8,48488.0
AGARTALA - KOLKATA,2021,9,57031.0
AGARTALA - KOLKATA,2021,10,64069.0
AGARTALA - KOLKATA,2021,11,73863.0
AGARTALA - KOLKATA,2021,12,77362.0
AGARTALA - KOLKATA,2022,1,48469.0
AGARTALA - KOLKATA,2022,2,45948.0
AGARTALA - KOLKATA,2022,3,68555.0
AGARTALA - KOLKATA,2022,4,71822.0
AGARTALA - KOLKATA,2022,5,84050.0
AGARTALA - KOLKATA,2022,6,70119.0
AGARTALA - KOLKATA,2022,7,74842.0
AGARTALA - KOLKATA,2022,8,68998.0
AGARTALA - KOLKATA,2022,9,71823.0
AGARTALA - KOLKATA,2022,10,72502.0
AGARTALA - KOLKATA,2022,11,55999.0
AGARTALA - KOLKATA,2022,12,69229.0
AGARTALA - KOLKATA,2023,1,66428.0
AGARTALA - KOLKATA,2023,2,60527.0
AGARTALA - KOLKATA,2023,3,75859.0
AGARTALA - KOLKATA,2023,4,76071.0
AGARTALA - KOLKATA,2023,5,76071.0
AGARTALA - KOLKATA,2023,6,70465.0
AGARTALA - KOLKATA,2023,7,74660.0
AGARTALA - KOLKATA,2023,8,74855.0
AGARTALA - KOLKATA,2023,9,73240.0
AGARTALA - KOLKATA,2023,10,73623.0
AGARTALA - KOLKATA,2023,11,71647.0
AGARTALA - KOLKATA,2023,12,70309.0
AGARTALA - KOLKATA,2024,1,63227.0
AGARTALA - KOLKATA,2024,2,64725.0
AGARTALA - KOLKATA,2024,3,73693.0
AGARTALA - KOLKATA,2024,4,61722.0
AGARTALA - KOLKATA,2024,6,68762.0
AGARTALA - KOLKATA,2024,7,68895.0
AGARTALA - KOLKATA,2024,8,66371.0
AGARTALA - KOLKATA,2024,9,67715.0
AGARTALA - KOLKATA,2024,10,66793.0
AGARTALA - KOLKATA,2024,11,60382.0
AGARTALA - KOLKATA,2024,12,64478.0
AGARTALA - KOLKATA,2025,1,59314.0
AGARTALA - KOLKATA,2025,2,54114.0
AGARTALA - KOLKATA,2025,3,61192.0
AGARTALA - KOLKATA,2025,4,72407.0
AGARTALA - KOLKATA,2025,5,73425.0
AGARTALA - KOLKATA,2025,6,66475.0
AGARTALA - KOLKATA,2025,7,68063.0
AGARTALA - KOLKATA,2025,8,64645.0
AGARTALA - KOLKATA,2025,9,60748.0
AGARTALA - KOLKATA,2025,10,70639.0
AGARTALA - KOLKATA,2025,11,74506.0
AGARTALA - KOLKATA,2025,12,70507.0
AGARTALA - KOLKATA,2026,1,76410.0
AGARTALA - KOLKATA,2026,2,62547.0
AGARTALA - KOLKATA,2026,3,68838.0
AGARTALA - KOLKATA,2026,4,70184.0
AGARTALA - LUCKNOW,2022,1,37.0
AGARTALA - LUCKNOW,2022,2,57.0
AGARTALA - LUCKNOW,2026,3,1.0
AGARTALA - MUMBAI,2015,11,2.0
AGARTALA - MUMBAI,2015,12,1.0
AGARTALA - MUMBAI,2016,2,14.0
AGARTALA - MUMBAI,2016,3,119.0
AGARTALA - MUMBAI,2016,4,637.0
AGARTALA - MUMBAI,2016,5,714.0
AGARTALA - MUMBAI,2016,6,1038.0
AGARTALA - MUMBAI,2016,7,847.0
AGARTALA - MUMBAI,2016,8,957.0
AGARTALA - MUMBAI,2016,9,1031.0
AGARTALA - MUMBAI,2016,10,1317.0
AGARTALA - MUMBAI,2016,11,651.0
AGARTALA - MUMBAI,2016,12,318.0
AGARTALA - MUMBAI,2017,1,182.0
AGARTALA - MUMBAI,2017,2,34.0
AGARTALA - MUMBAI,2017,3,74.0
AGARTALA - MUMBAI,2017,4,20.0
AGARTALA - MUMBAI,2018,3,1.0
AGARTALA - MUMBAI,2018,4,1.0
AGARTALA - MUMBAI,2018,6,178.0
AGARTALA - MUMBAI,2018,7,134.0
AGARTALA - MUMBAI,2018,8,242.0
AGARTALA - MUMBAI,2018,9,308.0
AGARTALA - MUMBAI,2018,10,620.0
AGARTALA - MUMBAI,2018,11,507.0
AGARTALA - MUMBAI,2018,12,614.0
AGARTALA - MUMBAI,2019,10,52.0
AGARTALA - MUMBAI,2019,11,566.0
AGARTALA - MUMBAI,2019,12,1390.0
AGARTALA - MUMBAI,2020,1,1300.0
AGARTALA - MUMBAI,2020,2,1114.0
AGARTALA - MUMBAI,2020,3,629.0
